20:03:11.162949000,(43613)
20:03:11.213909000,(43617)
20:03:11.414019000,(43768)
20:03:11.514019000,(43802)
20:03:11.614021000,(43825)
20:03:11.714021000,(43867)
20:03:11.814019000,(43899)
20:03:12.014038000,(43984)
20:03:12.114018000,(44038)
20:03:12.214041000,(44125)
20:03:12.314023000,(44200)
20:03:12.414019000,(44261)
20:03:12.514020000,(44315)
20:03:12.714024000,(44461)
20:03:12.814019000,(44505)
20:03:12.914022000,(44518)
20:03:13.014018000,(44555)
20:03:13.114020000,(44608)
20:03:13.314022000,(44702)
20:03:13.414018000,(44777)
20:03:13.513998000,(44870)
20:03:13.614022000,(44900)
20:03:13.714017000,(44913)
20:03:13.814025000,(44927)
20:03:14.014019000,(45039)
20:03:14.114021000,(45093)
20:03:14.214036000,(45171)
20:03:14.314021000,(45186)
20:03:14.414018000,(45256)
20:03:14.514020000,(45264)
20:03:14.714022000,(45417)
20:03:14.814035000,(45464)
20:03:14.914030000,(45476)
20:03:15.014022000,(45567)
20:03:15.114041000,(45651)
20:03:15.314021000,(45726)
20:03:15.414024000,(45732)
20:03:15.514024000,(45810)
20:03:15.614023000,(45908)
20:03:15.714038000,(45912)
20:03:15.814022000,(45925)
20:03:16.014024000,(46051)
20:03:16.114025000,(46130)
20:03:16.214036000,(46159)
20:03:16.314023000,(46243)
20:03:16.414024000,(46258)
20:03:16.514026000,(46339)
20:03:16.714023000,(46435)
20:03:16.814051000,(46452)
20:03:16.914022000,(46551)
20:03:17.014021000,(46581)
20:03:17.114021000,(46677)
20:03:17.314019000,(46851)
20:03:17.414019000,(46946)
20:03:17.514021000,(47046)
20:03:17.614020000,(47114)
20:03:17.714020000,(47180)
20:03:17.814019000,(47195)
20:03:18.014018000,(47282)
20:03:18.114019000,(47298)
20:03:18.214030000,(47300)
20:03:18.314021000,(47313)
20:03:18.414021000,(47411)
20:03:18.614023000,(47535)
20:03:18.714022000,(47538)
20:03:18.814020000,(47605)
20:03:18.914020000,(47686)
20:03:19.014020000,(47698)
20:03:19.114020000,(47759)
20:03:19.314019000,(47782)
20:03:19.414020000,(47828)
20:03:19.514019000,(47833)
20:03:19.614021000,(47857)
20:03:19.714021000,(47904)
20:03:19.814018000,(47935)
20:03:20.014018000,(47937)
20:03:20.114018000,(48009)
20:03:20.214031000,(48018)
20:03:20.314019000,(48069)
20:03:20.414035000,(48144)
20:03:20.614021000,(48221)
20:03:20.714019000,(48229)
20:03:20.814020000,(48252)
20:03:20.914020000,(48308)
20:03:21.014019000,(48359)
20:03:21.114019000,(48399)
20:03:21.314030000,(48465)
20:03:21.414019000,(48467)
20:03:21.514019000,(48479)
20:03:21.614023000,(48541)
20:03:21.714020000,(48576)
20:03:21.814020000,(48669)
20:03:22.014021000,(48786)
20:03:22.114020000,(48801)
20:03:22.214031000,(48824)
20:03:22.314020000,(48826)
20:03:22.414020000,(48853)
20:03:22.614024000,(49007)
20:03:22.714020000,(49011)
20:03:22.814022000,(49097)
20:03:22.914020000,(49116)
20:03:23.014020000,(49147)
20:03:23.114019000,(49165)
20:03:23.314022000,(49211)
20:03:23.414021000,(49215)
20:03:23.514021000,(49261)
20:03:23.614021000,(49334)
20:03:23.714020000,(49380)
20:03:23.914021000,(49508)
20:03:24.014021000,(49564)
20:03:24.114023000,(49659)
20:03:24.214030000,(49718)
20:03:24.314019000,(49780)
20:03:24.414022000,(49809)
20:03:24.614022000,(50004)
20:03:24.714021000,(50103)
20:03:24.814022000,(50105)
20:03:24.914020000,(50107)
20:03:25.014021000,(50188)
20:03:25.114022000,(50206)
20:03:25.314021000,(50215)
20:03:25.414020000,(50299)
20:03:25.514021000,(50319)
20:03:25.614021000,(50320)
20:03:25.714051000,(50358)
20:03:25.914024000,(50496)
20:03:26.014023000,(50571)
20:03:26.114020000,(50624)
20:03:26.214032000,(50666)
20:03:26.314020000,(50696)
20:03:26.414023000,(50744)
20:03:26.614029000,(50936)
20:03:26.714022000,(51016)
20:03:26.814018000,(51059)
20:03:26.914030000,(51126)
20:03:27.014019000,(51138)
20:03:27.114018000,(51194)
20:03:27.314022000,(51353)
20:03:27.414023000,(51384)
20:03:27.514020000,(51471)
20:03:27.614022000,(51513)
20:03:27.714019000,(51551)
20:03:27.914023000,(51583)
20:03:28.014020000,(51604)
20:03:28.114020000,(51617)
20:03:28.214030000,(51673)
20:03:28.314019000,(51759)
20:03:28.414027000,(51783)
20:03:28.614023000,(51834)
20:03:28.714018000,(51848)
20:03:28.814019000,(51947)
20:03:28.914020000,(52005)
20:03:29.014020000,(52045)
20:03:29.114019000,(52104)
20:03:29.314020000,(52162)
20:03:29.414019000,(52230)
20:03:29.514020000,(52286)
20:03:29.614023000,(52293)
20:03:29.714019000,(52326)
20:03:29.914020000,(52396)
20:03:30.014018000,(52403)
20:03:30.114018000,(52444)
20:03:30.214030000,(52506)
20:03:30.314018000,(52561)
20:03:30.414019000,(52658)
20:03:30.614024000,(52715)
20:03:30.714020000,(52758)
20:03:30.814019000,(52767)
20:03:30.914019000,(52793)
20:03:31.014023000,(52843)
20:03:31.214031000,(53009)
20:03:31.314020000,(53087)
20:03:31.414019000,(53088)
20:03:31.514023000,(53144)
20:03:31.614023000,(53172)
20:03:31.714019000,(53223)
20:03:31.914021000,(53304)
20:03:32.014030000,(53330)
20:03:32.114022000,(53416)
20:03:32.214032000,(53426)
20:03:32.314020000,(53453)
20:03:32.414022000,(53545)
20:03:32.614022000,(53555)
20:03:32.714019000,(53615)
20:03:32.814019000,(53631)
20:03:32.914018000,(53644)
20:03:33.014018000,(53662)
20:03:33.214030000,(53694)
20:03:33.314018000,(53707)
20:03:33.414019000,(53757)
20:03:33.514019000,(53790)
20:03:33.614022000,(53801)
20:03:33.714019000,(53876)
20:03:33.914034000,(53913)
20:03:34.014018000,(53969)
20:03:34.114020000,(54066)
20:03:34.214031000,(54139)
20:03:34.314019000,(54142)
20:03:34.414021000,(54212)
20:03:34.614042000,(54404)
20:03:34.714021000,(54488)
20:03:34.814024000,(54566)
20:03:34.914020000,(54596)
20:03:35.014022000,(54613)
20:03:35.214034000,(54766)
20:03:35.314021000,(54795)
20:03:35.414023000,(54831)
20:03:35.514022000,(54882)
20:03:35.614021000,(54893)
20:03:35.714022000,(54965)
20:03:35.914020000,(55073)
20:03:36.014024000,(55075)
20:03:36.114022000,(55163)
20:03:36.214130000,(55166)
20:03:36.314023000,(55247)
20:03:36.514020000,(55335)
20:03:36.614022000,(55429)
20:03:36.714019000,(55479)
20:03:36.814019000,(55533)
20:03:36.914020000,(55597)
20:03:37.014017000,(55664)
20:03:37.214030000,(55720)
20:03:37.314019000,(55782)
20:03:37.414019000,(55842)
20:03:37.514018000,(55843)
20:03:37.614040000,(55847)
20:03:37.714020000,(55861)
20:03:37.914020000,(55865)
20:03:38.014020000,(55896)
20:03:38.114019000,(55972)
20:03:38.214033000,(56032)
20:03:38.314018000,(56123)
20:03:38.514018000,(56155)
20:03:38.614022000,(56166)
20:03:38.714020000,(56178)
20:03:38.814018000,(56212)
20:03:38.914019000,(56266)
20:03:39.014018000,(56314)
20:03:39.214032000,(56346)
20:03:39.314019000,(56401)
20:03:39.414019000,(56494)
20:03:39.514031000,(56503)
20:03:39.614022000,(56534)
20:03:39.714021000,(56626)
20:03:39.914019000,(56682)
20:03:40.014018000,(56754)
20:03:40.114019000,(56817)
20:03:40.214038000,(56913)
20:03:40.314018000,(56932)
20:03:40.514019000,(57032)
20:03:40.614021000,(57117)
20:03:40.714020000,(57170)
20:03:40.814019000,(57195)
20:03:40.914019000,(57209)
20:03:41.014018000,(57286)
20:03:41.214042000,(57324)
20:03:41.314018000,(57383)
20:03:41.414020000,(57462)
20:03:41.514019000,(57535)
20:03:41.614021000,(57584)
20:03:41.714019000,(57605)
20:03:41.914020000,(57762)
20:03:42.014021000,(57857)
20:03:42.114021000,(57871)
20:03:42.214032000,(57936)
20:03:42.314031000,(57963)
20:03:42.514020000,(58070)
20:03:42.614019000,(58117)
20:03:42.714021000,(58158)
20:03:42.814023000,(58164)
20:03:42.914023000,(58217)
20:03:43.014019000,(58315)
20:03:43.214043000,(58471)
20:03:43.314021000,(58569)
20:03:43.414021000,(58570)
20:03:43.514021000,(58632)
20:03:43.614024000,(58674)
20:03:43.814020000,(58821)
20:03:43.914020000,(58915)
20:03:44.014020000,(58946)
20:03:44.114021000,(58975)
20:03:44.214032000,(58992)
20:03:44.314021000,(59059)
20:03:44.514021000,(59170)
20:03:44.614023000,(59225)
20:03:44.714021000,(59324)
20:03:44.814023000,(59350)
20:03:44.914021000,(59446)
20:03:45.014021000,(59453)
20:03:45.214034000,(59549)
20:03:45.314023000,(59623)
20:03:45.414020000,(59633)
20:03:45.514020000,(59719)
20:03:45.614022000,(59782)
20:03:45.814019000,(59896)
20:03:45.914019000,(59961)
20:03:46.014020000,(60049)
20:03:46.114019000,(60087)
20:03:46.214032000,(60130)
20:03:46.314020000,(60167)
20:03:46.514020000,(60301)
20:03:46.614022000,(60303)
20:03:46.714020000,(60391)
20:03:46.814022000,(60461)
20:03:46.914020000,(60462)
20:03:47.014020000,(60536)
20:03:47.214034000,(60561)
20:03:47.314021000,(60604)
20:03:47.414021000,(60623)
20:03:47.514021000,(60706)
20:03:47.614024000,(60759)
20:03:47.814023000,(60959)
20:03:47.914024000,(61003)
20:03:48.014021000,(61079)
20:03:48.114023000,(61123)
20:03:48.214033000,(61223)
20:03:48.314022000,(61295)
20:03:48.514021000,(61448)
20:03:48.614026000,(61522)
20:03:48.714021000,(61593)
20:03:48.814032000,(61652)
20:03:48.914023000,(61699)
20:03:49.114022000,(61739)
20:03:49.214035000,(61760)
20:03:49.314022000,(61805)
20:03:49.414025000,(61820)
20:03:49.514021000,(61879)
20:03:49.614023000,(61963)
20:03:49.814021000,(62043)
20:03:49.914022000,(62051)
20:03:50.014024000,(62123)
20:03:50.114021000,(62179)
20:03:50.214039000,(62241)
20:03:50.314023000,(62337)
20:03:50.514023000,(62350)
20:03:50.614023000,(62421)
20:03:50.714020000,(62434)
20:03:50.814019000,(62507)
20:03:50.914022000,(62593)
20:03:51.114021000,(62783)
20:03:51.214030000,(62825)
20:03:51.314018000,(62828)
20:03:51.414020000,(62836)
20:03:51.514019000,(62879)
20:03:51.614020000,(62966)
20:03:51.814019000,(62970)
20:03:51.914018000,(63065)
20:03:52.014018000,(63133)
20:03:52.114019000,(63215)
20:03:52.214027000,(63251)
20:03:52.314018000,(63292)
20:03:52.514023000,(63344)
20:03:52.614021000,(63347)
20:03:52.714018000,(63395)
20:03:52.814018000,(63491)
20:03:52.914018000,(63545)
20:03:53.114018000,(63595)
20:03:53.214028000,(63609)
20:03:53.314018000,(63677)
20:03:53.414019000,(63746)
20:03:53.514022000,(63821)
20:03:53.614021000,(63884)
20:03:53.814018000,(64032)
20:03:53.914024000,(64106)
20:03:54.014020000,(64135)
20:03:54.114018000,(64228)
20:03:54.214030000,(64241)
20:03:54.414018000,(64288)
20:03:54.514017000,(64295)
20:03:54.614021000,(64317)
20:03:54.714018000,(64409)
20:03:54.814017000,(64412)
20:03:54.914017000,(64443)
20:03:55.114020000,(64468)
20:03:55.214031000,(64479)
20:03:55.314018000,(64548)
20:03:55.414018000,(64566)
20:03:55.514019000,(64616)
20:03:55.614022000,(64684)
20:03:55.814022000,(64882)
20:03:55.914018000,(64945)
20:03:56.014018000,(65029)
20:03:56.114019000,(65097)
20:03:56.214030000,(65168)
20:03:56.414019000,(65304)
20:03:56.514019000,(65393)
20:03:56.614022000,(65421)
20:03:56.714027000,(65513)
20:03:56.814019000,(68)
